ID,SKU,Name,Published,Is featured?,Description,In stock?,Stock,Weight (kg),Length (cm),Width (cm),Height (cm),Sale price,Regular price,Categories,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Meta: _yoast_wpseo_focuskw,Meta: _yoast_wpseo_metadesc,Meta: _yoast_wpseo_linkdex,Meta: _yoast_wpseo_title,slug
\n<p class="""" data-start=""1477"" data-end=""1530"">Covers multiple early learning subjects in one book</p>
\n</li>
\n 	<li class="""" data-start=""1531"" data-end=""1592"">
\n<p class="""" data-start=""1533"" data-end=""1592"">Combines fun with education through interactive exercises</p>
\n</li>
\n 	<li class="""" data-start=""1593"" data-end=""1650"">
\n<p class="""" data-start=""1595"" data-end=""1650"">Enhances vocabulary, counting, and observation skills</p>
\n</li>
\n 	<li class="""" data-start=""1651"" data-end=""1713"">
\n<p class="""" data-start=""1653"" data-end=""1713"">Ideal for preschool, daycare, and homeschooling environments</p>
\n</li>
\n</ul>
\n
\n<hr class="""" data-start=""1715"" data-end=""1718"" />
\n
\n<h3 class="""" data-start=""1720"" data-end=""1749"">🔗 <strong data-start=""1727"" data-end=""1749"">You May Also Like:</strong></h3>
\n<ul data-start=""1751"" data-end=""2167"">
\n 	<li class="""" data-start=""1751"" data-end=""1855"">
\n<p class="""" data-start=""1753"" data-end=""1855""><a class="""" href=""https://store.agphbooks.com/product/little-artist/"" target=""_new"" rel=""noopener"" data-start=""1753"" data-end=""1853"">Little Artist – Coloring &amp; Creativity Book</a></p>
\n</li>
\n 	<li class="""" data-start=""1856"" data-end=""1970"">
\n<p class="""" data-start=""1858"" data-end=""1970""><a class="""" href=""https://store.agphbooks.com/product/joy-of-small-writing/"" target=""_new"" rel=""noopener"" data-start=""1858"" data-end=""1968"">Joy of Small Writing – Improve Writing Skills</a></p>
\n</li>
\n 	<li class="""" data-start=""1971"" data-end=""2167"">
\n<p class="""" data-start=""1973"" data-end=""2167""><a class="""" href=""https://store.agphbooks.com/product/%e0%a4%b6%e0%a4%ac%e0%a5%8d%e0%a4%a6-%e0%a4%b2%e0%a5%87%e0%a4%96%e0%a4%a8-%e0%a4%b5%e0%a4%bf%e0%a4%a7%e0%a4%bf/"" target=""_new"" rel=""noopener"" data-start=""1973"" data-end=""2167"">शब्द लेखन विधि – Hindi Writing Practice</a></p>
\n</li>
\n</ul>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</article>
\n<div class=""pointer-events-none h-px w-px"" aria-hidden=""true"" data-edge=""true""></div>",0,,0.35,30,21,1,149,299,AG Kids > LKG,https://store.agphbooks.com/wp-content/uploads/2025/03/8-x-11-LKG-branch-of-knowledge-Front-1.png,,,,,,,,,,,,,,,,,Branch of Knowledge,"Branch of Knowledge – an LKG-level educational book covering English, Math, and General Awareness through engaging visuals and fun exercises",74,,branch-of-knowledge-2

9308,,"advanced research techniques: theories, methods, and practices (volume-2)",1,0,"Advanced Research Techniques: Theories, Methods, and Practices is a comprehensive and insightful guide that bridges the gap between foundational research knowledge and contemporary research innovations. This book is tailored for students, academics, and professionals across disciplines who seek to elevate their understanding of research methodologies in an ever-evolving academic and technological landscape.
\nThe book covers a wide range of topics, from traditional research theories and frameworks to advanced methods, including big data analytics, artificial intelligence in research, computer-assisted qualitative analysis, and mixed-methods design. Each chapter is designed to offer a clear conceptual foundation, followed by practical applications and real-world examples, enabling readers to implement these techniques effectively in their own work.
\nEmphasis is placed on ethical research practices, data transparency, and methodological rigor. The book also addresses the growing importance of interdisciplinary research and equips readers with tools to navigate complex research questions using both qualitative and quantitative approaches.
\nAdvanced Research Techniques is more than just a textbook it is a strategic resource for developing the critical thinking, technical skills, and ethical awareness necessary for conducting high-impact research. Whether used as a course companion or a reference guide, this book empowers readers to explore, question, and innovate in their research endeavors.",1,1,0.35,23,15,2.5,,590,AGPH Books,https://store.agphbooks.com/wp-content/uploads/2025/07/Advanced-Research-Techniques-Theories-Methods-and-Practices-VOLUME-2-scaled.avif,Name of Author,"Dr. R. SUNDAR\, Dr. N. MALIQJAN",1,0,ISBN Number,978-93-49028-02-9,1,0,No. Of Pages,99,1,0,,,,,,,,,advanced-research-techniques-theories-methods-and-practices-volume-2-2

2143,,additive manufacturing and 3d printing technology,1,0,"<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n
\n""Additive Manufacturing and 3D Printing Technology"" is a comprehensive examination of the transformative developments in manufacturing processes that additive manufacturing (AM) and 3D printing technologies have introduced. With contributions from domain authorities, this book explores the theoretical underpinnings, pragmatic implementations, and revolutionary possibilities of these state-of-the-art technologies. The initial segment of the book offers a comprehensive overview of the fundamental tenets of additive manufacturing, explicating the conceptual underpinnings of layer-by-layer construction and the wide array of materials utilized in this new technique.
\n
\nThe subsequent chapters of the book provide a comprehensive analysis of the diverse industrial applications of additive manufacturing. The content provide an extensive analysis of the ways in which 3D printing has transformed conventional manufacturing methods in sectors ranging from consumer goods and healthcare to aerospace and automotive, demonstrating how it has enabled unprecedented increases in design flexibility and efficiency. In addition to examining the advantages and disadvantages of these technologies, the book offers a balanced assessment of their present condition and potential for the future. The book concludes with a look at additive manufacturing's current trends, research, and possibilities for mainstream industrial integration. This book helps academics, researchers, and industry experts comprehend how additive manufacturing and 3D printing will change manufacturing with its thorough treatment.
\n
\n</div>",1,2,0.35,23,15,2.5,,599,AGPH Books,https://store.agphbooks.com/wp-content/uploads/2023/11/Additive-Manufacturing-and-3D-Printing-Technology.jpg,Name of Author,Dr. Yenda Srinivasa Rao,1,0,ISBN Number,978-81-19843-14-5,1,0,,,,,,,,,,,,,additive-manufacturing-and-3d-printing-technology-2

1520,,a textbook of pharmaceutical jurisprudence,-1,0,"<div class=""page"" title=""Page 1"">\n<div class=""section"">\n<div class=""layoutArea"">\n<div class=""column"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div id=""bookDescription_feature_div"" class=""celwidget"" data-feature-name=""bookDescription"" data-csa-c-type=""widget"" data-csa-c-content-id=""bookDescription"" data-csa-c-slot-id=""bookDescription_feature_div"" data-csa-c-asin=""8119025032"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-id=""rt9f7t-e7k29e-61xrp6-61fzhi"" data-cel-widget=""bookDescription_feature_div"">\n<div class=""a-expander-collapsed-height a-row a-expander-container a-spacing-base a-expander-partial-collapse-container"" data-a-expander-name=""book_description_expander"" data-a-expander-collapsed-height=""140"">\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">It is important to regularly examine and update the course curriculum of any educational programme. In high-income nations, students take a pharmaceutical jurisprudence curriculum to learn about the rules and laws that govern the pharmacy of pharmacy today. Penalties for breaking the violation, patient benefits, and following the regulations to prevent litigation are among the subjects covered. In India, students take a course called Pharmaceutical Jurisprudence, which covers all sorts of laws and rules, many of which have nothing to do with the pharmacy industry. The PCI-regulated pharmaceutical jurisprudence course for D. Pharm. and Pharm. D. programmes etc. By reading this book, readers will get an understanding of the many laws in India that affect the pharmacy profession. This course focuses on the provisions of the Food, Drug, and Cosmetic Act and any subsequent revisions. Also included are the Pharmacy Act, the Dangerous Drugs Act, the Medical and Toilet Preparation Act, and others. There will also be talks on the new drug policy, professional ethics, the DPCO, and the patent and design Act.</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n</div>\n</div>\n<div id=""globalStoreInfoBullets_feature_div"" class=""celwidget"" data-feature-name=""globalStoreInfoBullets"" data-csa-c-type=""widget"" data-csa-c-content-id=""globalStoreInfoBullets"" data-csa-c-slot-id=""globalStoreInfoBullets_feature_div"" data-csa-c-asin=""8119025032"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-id=""h18wai-6jl37k-jqugb-6dhedf"" data-cel-widget=""globalStoreInfoBullets_feature_div""></div>\n<div id=""edpIngress_feature_div"" class=""celwidget"" data-feature-name=""edpIngress"" data-csa-c-type=""widget"" data-csa-c-content-id=""edpIngress"" data-csa-c-slot-id=""edpIngress_feature_div"" data-csa-c-asin=""8119025032"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-id=""8r81sg-beed35-6k6ta7-fjd72q"" data-cel-widget=""edpIngress_feature_div""></div>\n<div id=""richProductInformation_feature_div"" class=""celwidget"" data-feature-name=""richProductInformation"" data-csa-c-type=""widget"" data-csa-c-content-id=""richProductInformation"" data-csa-c-slot-id=""richProductInformation_feature_div"" data-csa-c-asin=""8119025032"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-id=""pi3le0-jyt849-p1t4z8-dsc8k9"" data-cel-widget=""richProductInformation_feature_div"">\n<div id=""rich_product_information"" class=""a-section a-spacing-none celwidget"" data-csa-c-id=""c1ha4j-5wqe5d-36uc16-3beehi"" data-cel-widget=""rich_product_information""></div>\n</div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>\n</div>\n</div>\n</div>\n</div>",1,2,0.35,23,15,2.5,,696,AGPH Books,https://store.agphbooks.com/wp-content/uploads/2023/04/23-3.jpg,Author,"Prof.( Dr.) Ashish Kumar Srivastava\, Dr. Surya Bhushan Dubey\, Mr. Shobhit Mani Tiwari\, Mr. Himanshu Shukla",1,0,ISBN,978-81-19025-84-8,1,0,Language,English,1,0,,,,,,,,,a-textbook-of-pharmaceutical-jurisprudence-2

